Organization_Name,Monitoring_Location_ID,Monitoring_Location_Name,DEP_Latitude,DEP_Longitude,Activity_Start_Date,DEP_Analyte_Name,DEP_Result_Value_Number,DEP_Result_Unit,Bay_Section_1
FLORIDA LAKEWATCH,GUL-ST-PHBAY-1,Gulf-St. Joseph Bay-1,29.6932,-85.3205,05/11/2022,Nitrogen- Total,0.24,mg/L,St. Joe Bay
FLORIDA LAKEWATCH,GUL-ST-PHBAY-1,Gulf-St. Joseph Bay-1,29.6932,-85.3205,03/28/2022,Nitrogen- Total,0.28,mg/L,St. Joe Bay
FLORIDA LAKEWATCH,GUL-ST-PHBAY-1,Gulf-St. Joseph Bay-1,29.6932,-85.3205,03/28/2022,Nitrogen- Total,0.28,mg/L,St. Joe Bay
FLORIDA LAKEWATCH,GUL-ST-PHBAY-1,Gulf-St. Joseph Bay-1,29.6932,-85.3205,04/14/2022,Nitrogen- Total,0.2,mg/L,St. Joe Bay
FLORIDA LAKEWATCH,GUL-ST-PHBAY-1,Gulf-St. Joseph Bay-1,29.6932,-85.3205,04/14/2022,Nitrogen- Total,0.2,mg/L,St. Joe Bay
FLORIDA LAKEWATCH,GUL-ST-PHBAY-1,Gulf-St. Joseph Bay-1,29.6932,-85.3205,06/08/2022,Nitrogen- Total,0.28,mg/L,St. Joe Bay
FLORIDA LAKEWATCH,GUL-ST-PHBAY-1,Gulf-St. Joseph Bay-1,29.6932,-85.3205,06/08/2022,Nitrogen- Total,0.28,mg/L,St. Joe Bay
FLORIDA LAKEWATCH,GUL-ST-PHBAY-1,Gulf-St. Joseph Bay-1,29.6932,-85.3205,07/18/2022,Nitrogen- Total,0.31,mg/L,St. Joe Bay
FLORIDA LAKEWATCH,GUL-ST-PHBAY-1,Gulf-St. Joseph Bay-1,29.6932,-85.3205,07/18/2022,Nitrogen- Total,0.31,mg/L,St. Joe Bay
FLORIDA LAKEWATCH,GUL-ST-PHBAY-1,Gulf-St. Joseph Bay-1,29.6932,-85.3205,09/22/2022,Nitrogen- Total,0.53,mg/L,St. Joe Bay
FLORIDA LAKEWATCH,GUL-ST-PHBAY-1,Gulf-St. Joseph Bay-1,29.6932,-85.3205,09/22/2022,Nitrogen- Total,0.53,mg/L,St. Joe Bay
FLORIDA LAKEWATCH,GUL-ST-PHBAY-1,Gulf-St. Joseph Bay-1,29.6932,-85.3205,08/02/2022,Nitrogen- Total,0.4,mg/L,St. Joe Bay
FLORIDA LAKEWATCH,GUL-ST-PHBAY-1,Gulf-St. Joseph Bay-1,29.6932,-85.3205,08/02/2022,Nitrogen- Total,0.4,mg/L,St. Joe Bay
FLORIDA LAKEWATCH,GUL-ST-PHBAY-1,Gulf-St. Joseph Bay-1,29.6932,-85.3205,01/27/2023,Nitrogen- Total,0.23,mg/L,St. Joe Bay
FLORIDA LAKEWATCH,GUL-ST-PHBAY-1,Gulf-St. Joseph Bay-1,29.6932,-85.3205,01/27/2023,Nitrogen- Total,0.23,mg/L,St. Joe Bay
FLORIDA LAKEWATCH,GUL-ST-PHBAY-1,Gulf-St. Joseph Bay-1,29.6932,-85.3205,02/24/2023,Nitrogen- Total,0.21,mg/L,St. Joe Bay
FLORIDA LAKEWATCH,GUL-ST-PHBAY-1,Gulf-St. Joseph Bay-1,29.6932,-85.3205,02/24/2023,Nitrogen- Total,0.21,mg/L,St. Joe Bay
FLORIDA LAKEWATCH,GUL-ST-PHBAY-1,Gulf-St. Joseph Bay-1,29.6932,-85.3205,03/06/2023,Nitrogen- Total,0.25,mg/L,St. Joe Bay
FLORIDA LAKEWATCH,GUL-ST-PHBAY-1,Gulf-St. Joseph Bay-1,29.6932,-85.3205,03/06/2023,Nitrogen- Total,0.25,mg/L,St. Joe Bay
FLORIDA LAKEWATCH,GUL-ST-PHBAY-1,Gulf-St. Joseph Bay-1,29.6932,-85.3205,11/14/2022,Nitrogen- Total,0.29,mg/L,St. Joe Bay
FLORIDA LAKEWATCH,GUL-ST-PHBAY-1,Gulf-St. Joseph Bay-1,29.6932,-85.3205,11/14/2022,Nitrogen- Total,0.29,mg/L,St. Joe Bay
FLORIDA LAKEWATCH,GUL-ST-PHBAY-1,Gulf-St. Joseph Bay-1,29.6932,-85.3205,12/05/2022,Nitrogen- Total,0.19,mg/L,St. Joe Bay
FLORIDA LAKEWATCH,GUL-ST-PHBAY-1,Gulf-St. Joseph Bay-1,29.6932,-85.3205,12/05/2022,Nitrogen- Total,0.19,mg/L,St. Joe Bay
FLORIDA LAKEWATCH,GUL-ST-PHBAY-1,Gulf-St. Joseph Bay-1,29.6932,-85.3205,04/05/2023,Nitrogen- Total,0.14,mg/L,St. Joe Bay
FLORIDA LAKEWATCH,GUL-ST-PHBAY-1,Gulf-St. Joseph Bay-1,29.6932,-85.3205,04/05/2023,Nitrogen- Total,0.14,mg/L,St. Joe Bay
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,06/09/2022,Nitrogen- Total,0.3,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,07/26/2022,Nitrogen- Total,0.15,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,08/30/2022,Nitrogen- Total,0.3,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,11/01/2022,Nitrogen- Total,0.11,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,01/13/2019,Nitrogen- Total,0.53,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,05/27/2020,Nitrogen- Total,0.26,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,05/07/2021,Nitrogen- Total,0.36,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,04/30/2019,Nitrogen- Total,0.23,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,03/21/2022,Nitrogen- Total,0.26,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,12/12/2019,Nitrogen- Total,0.39,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,07/20/2020,Nitrogen- Total,0.28,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,02/28/2019,Nitrogen- Total,0.26,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,02/21/2021,Nitrogen- Total,0.26,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,01/15/2021,Nitrogen- Total,0.29,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,01/22/2020,Nitrogen- Total,0.41,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,12/18/2022,Nitrogen- Total,0.24,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,06/13/2021,Nitrogen- Total,0.26,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,11/25/2019,Nitrogen- Total,0.43,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,03/18/2020,Nitrogen- Total,0.39,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,11/30/2021,Nitrogen- Total,0.27,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,11/19/2020,Nitrogen- Total,0.14,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,08/21/2020,Nitrogen- Total,0.36,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,04/13/2020,Nitrogen- Total,0.29,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,10/07/2020,Nitrogen- Total,0.29,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,07/28/2019,Nitrogen- Total,0.21,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,11/24/2022,Nitrogen- Total,0.29,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,08/28/2019,Nitrogen- Total,0.38,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,01/28/2023,Nitrogen- Total,0.24,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,05/04/2022,Nitrogen- Total,0.25,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,03/22/2021,Nitrogen- Total,0.37,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,11/09/2021,Nitrogen- Total,0.39,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,12/13/2021,Nitrogen- Total,0.27,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,01/24/2022,Nitrogen- Total,0.2,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,06/02/2019,Nitrogen- Total,0.14,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,06/29/2020,Nitrogen- Total,0.25,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,02/14/2020,Nitrogen- Total,0.47,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,09/13/2021,Nitrogen- Total,0.4,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,12/18/2020,Nitrogen- Total,0.23,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,02/22/2022,Nitrogen- Total,0.22,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,03/29/2023,Nitrogen- Total,0.22,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,10/19/2021,Nitrogen- Total,0.43,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,10/24/2019,Nitrogen- Total,0.5,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,04/20/2023,Nitrogen- Total,0.26,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,03/31/2019,Nitrogen- Total,0.17,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,07/22/2023,Nitrogen- Total,0.47,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,05/26/2023,Nitrogen- Total,0.24,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,06/24/2023,Nitrogen- Total,0.16,mg/L,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,07/27/2022,Nitrogen- Total,0.15,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,06/09/2022,Nitrogen- Total,0.25,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,08/30/2022,Nitrogen- Total,0.29,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,11/01/2022,Nitrogen- Total,0.31,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,11/22/2021,Nitrogen- Total,0.34,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,12/23/2020,Nitrogen- Total,0.23,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,12/14/2021,Nitrogen- Total,0.25,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,10/27/2020,Nitrogen- Total,0.35,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,10/26/2021,Nitrogen- Total,0.39,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,07/26/2019,Nitrogen- Total,0.36,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,09/29/2021,Nitrogen- Total,0.28,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,04/19/2021,Nitrogen- Total,0.43,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,09/22/2020,Nitrogen- Total,0.42,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,02/22/2022,Nitrogen- Total,0.27,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,12/17/2018,Nitrogen- Total,0.44,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,09/27/2019,Nitrogen- Total,0.47,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,04/01/2022,Nitrogen- Total,0.33,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,08/23/2021,Nitrogen- Total,0.39,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,02/27/2021,Nitrogen- Total,0.46,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,05/29/2021,Nitrogen- Total,0.3,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,05/12/2020,Nitrogen- Total,0.28,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,03/02/2023,Nitrogen- Total,0.13,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,04/20/2023,Nitrogen- Total,0.12,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,08/15/2019,Nitrogen- Total,0.32,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,06/14/2020,Nitrogen- Total,0.26,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,06/16/2021,Nitrogen- Total,0.24,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,05/04/2022,Nitrogen- Total,0.21,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,01/28/2023,Nitrogen- Total,0.3,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,03/29/2023,Nitrogen- Total,0.21,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,02/17/2020,Nitrogen- Total,0.2,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,03/25/2021,Nitrogen- Total,0.38,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,06/18/2019,Nitrogen- Total,0.2,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,03/25/2019,Nitrogen- Total,0.27,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,01/26/2020,Nitrogen- Total,0.43,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,07/22/2021,Nitrogen- Total,0.23,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,02/15/2019,Nitrogen- Total,0.19,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,08/22/2020,Nitrogen- Total,0.46,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,10/12/2019,Nitrogen- Total,0.37,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,05/23/2019,Nitrogen- Total,0.26,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,04/24/2019,Nitrogen- Total,0.27,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,11/10/2019,Nitrogen- Total,0.33,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,01/28/2019,Nitrogen- Total,0.36,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,01/24/2022,Nitrogen- Total,0.26,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,11/24/2022,Nitrogen- Total,0.28,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,03/20/2020,Nitrogen- Total,0.47,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,11/20/2020,Nitrogen- Total,0.22,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,01/15/2021,Nitrogen- Total,0.26,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,12/18/2022,Nitrogen- Total,0.22,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,07/07/2020,Nitrogen- Total,0.21,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,12/14/2019,Nitrogen- Total,0.35,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,04/22/2020,Nitrogen- Total,0.33,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,07/17/2023,Nitrogen- Total,0.53,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,05/17/2023,Nitrogen- Total,0.31,mg/L,Grayton Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-GRAYTON-3,Grayton Lake Middle,30.3302832,-86.1621483,06/26/2023,Nitrogen- Total,0.24,mg/L,Grayton Lake
FLORIDA LAKEWATCH,BAY-PARKER-BAYOU-1,Bay-Parker-Bayou-1,30.12549999,-85.6008,06/17/2020,Nitrogen- Total,0.22,mg/L,East Bay
FLORIDA LAKEWATCH,BAY-PARKER-BAYOU-1,Bay-Parker-Bayou-1,30.12549999,-85.6008,06/17/2020,Nitrogen- Total,0.22,mg/L,East Bay
FLORIDA LAKEWATCH,BAY-PARKER-BAYOU-1,Bay-Parker-Bayou-1,30.12549999,-85.6008,10/26/2020,Nitrogen- Total,0.33,mg/L,East Bay
FLORIDA LAKEWATCH,BAY-PARKER-BAYOU-1,Bay-Parker-Bayou-1,30.12549999,-85.6008,10/26/2020,Nitrogen- Total,0.33,mg/L,East Bay
FLORIDA LAKEWATCH,BAY-PARKER-BAYOU-1,Bay-Parker-Bayou-1,30.12549999,-85.6008,08/27/2020,Nitrogen- Total,0.29,mg/L,East Bay
FLORIDA LAKEWATCH,BAY-PARKER-BAYOU-1,Bay-Parker-Bayou-1,30.12549999,-85.6008,08/27/2020,Nitrogen- Total,0.29,mg/L,East Bay
FLORIDA LAKEWATCH,BAY-PARKER-BAYOU-1,Bay-Parker-Bayou-1,30.12549999,-85.6008,12/21/2020,Nitrogen- Total,0.21,mg/L,East Bay
FLORIDA LAKEWATCH,BAY-PARKER-BAYOU-1,Bay-Parker-Bayou-1,30.12549999,-85.6008,12/21/2020,Nitrogen- Total,0.21,mg/L,East Bay
FLORIDA LAKEWATCH,BAY-PARKER-BAYOU-1,Bay-Parker-Bayou-1,30.12549999,-85.6008,02/25/2021,Nitrogen- Total,0.38,mg/L,East Bay
FLORIDA LAKEWATCH,BAY-PARKER-BAYOU-1,Bay-Parker-Bayou-1,30.12549999,-85.6008,02/25/2021,Nitrogen- Total,0.38,mg/L,East Bay
FLORIDA LAKEWATCH,BAY-PARKER-BAYOU-1,Bay-Parker-Bayou-1,30.12549999,-85.6008,06/29/2021,Nitrogen- Total,0.34,mg/L,East Bay
FLORIDA LAKEWATCH,BAY-PARKER-BAYOU-1,Bay-Parker-Bayou-1,30.12549999,-85.6008,06/29/2021,Nitrogen- Total,0.34,mg/L,East Bay
FLORIDA LAKEWATCH,BAY-PARKER-BAYOU-1,Bay-Parker-Bayou-1,30.12549999,-85.6008,04/26/2021,Nitrogen- Total,0.59,mg/L,East Bay
FLORIDA LAKEWATCH,BAY-PARKER-BAYOU-1,Bay-Parker-Bayou-1,30.12549999,-85.6008,04/26/2021,Nitrogen- Total,0.59,mg/L,East Bay
FLORIDA LAKEWATCH,BAY-PARKER-BAYOU-1,Bay-Parker-Bayou-1,30.12549999,-85.6008,08/24/2021,Nitrogen- Total,0.48,mg/L,East Bay
FLORIDA LAKEWATCH,BAY-PARKER-BAYOU-1,Bay-Parker-Bayou-1,30.12549999,-85.6008,08/24/2021,Nitrogen- Total,0.48,mg/L,East Bay
FLORIDA LAKEWATCH,BAY-PARKER-BAYOU-1,Bay-Parker-Bayou-1,30.12549999,-85.6008,12/17/2021,Nitrogen- Total,0.19,mg/L,East Bay
FLORIDA LAKEWATCH,BAY-PARKER-BAYOU-1,Bay-Parker-Bayou-1,30.12549999,-85.6008,12/17/2021,Nitrogen- Total,0.19,mg/L,East Bay
FLORIDA LAKEWATCH,BAY-PARKER-BAYOU-1,Bay-Parker-Bayou-1,30.12549999,-85.6008,04/25/2022,Nitrogen- Total,0.23,mg/L,East Bay
FLORIDA LAKEWATCH,BAY-PARKER-BAYOU-1,Bay-Parker-Bayou-1,30.12549999,-85.6008,04/25/2022,Nitrogen- Total,0.23,mg/L,East Bay
FLORIDA LAKEWATCH,BAY-PARKER-BAYOU-1,Bay-Parker-Bayou-1,30.12549999,-85.6008,11/29/2021,Nitrogen- Total,0.22,mg/L,East Bay
FLORIDA LAKEWATCH,BAY-PARKER-BAYOU-1,Bay-Parker-Bayou-1,30.12549999,-85.6008,11/29/2021,Nitrogen- Total,0.22,mg/L,East Bay
FLORIDA LAKEWATCH,BAY-PARKER-BAYOU-1,Bay-Parker-Bayou-1,30.12549999,-85.6008,02/28/2022,Nitrogen- Total,0.18,mg/L,East Bay
