Organization ID,Organization Name,Monitoring Location ID,Waterbody Name,Org Decimal Latitude,Org Latitude (DD MM SS.SSSS),Org Decimal Longitude,Org Longitude (DD MM SS.SSSS),DEP Latitude,DEP Longitude,County,WBID,Activity Type,Activity Start Date Time,Sample Collection Type,Sampling Agency Name,Activity Comments,DEP Analyte Name,Org Result Value,Org Result Unit,DEP Result Value Number,DEP Result Value Text,DEP Result Unit,Result Comments
21FLKWAT,FLORIDA LAKEWATCH,BAY-WARREN-BAYOU-1,,30.2773,,-85.737,,30.27729999,-85.737,BAY,1053A,Sample,06/25/2020 11:25,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Chlorophyll a- corrected,1,ug/L,1,,ug/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-WARREN-BAYOU-1,,30.2773,,-85.737,,30.27729999,-85.737,BAY,1053A,Sample,06/14/2021 10:03,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Nitrogen- Total,300,ug/L,0.3,,mg/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-WARREN-BAYOU-1,,30.2773,,-85.737,,30.27729999,-85.737,BAY,1053A,Sample,12/27/2022 10:15,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Chlorophyll a- corrected,1,ug/L,1,,ug/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-CROOKED-UPPER-2,,30.3153,,-85.8132,,30.31529999,-85.8132,BAY,973,Sample,04/19/2021 10:37,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Nitrogen- Total,360,ug/L,0.36,,mg/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-CROOKED-UPPER-2,,30.3153,,-85.8132,,30.31529999,-85.8132,BAY,973,Sample,04/16/2025 10:31,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Chlorophyll a- corrected,1,ug/L,1,,ug/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-CROOKED-UPPER-2,,30.3153,,-85.8132,,30.31529999,-85.8132,BAY,973,Sample,04/22/2022 10:20,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Phosphorus- Total,8,ug/L,0.008,,mg/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-CROOKED-UPPER-2,,30.3153,,-85.8132,,30.31529999,-85.8132,BAY,973,Sample,12/29/2022 10:13,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Phosphorus- Total,10,ug/L,0.01,,mg/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-CROOKED-UPPER-2,,30.3153,,-85.8132,,30.31529999,-85.8132,BAY,973,Sample,06/27/2023 9:51,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Chlorophyll a- corrected,1,ug/L,1,,ug/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-CROOKED-UPPER-2,,30.3153,,-85.8132,,30.31529999,-85.8132,BAY,973,Sample,10/16/2023 10:17,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Nitrogen- Total,210,ug/L,0.21,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-POWELL-2,,30.2833472,,-85.9878564,,30.28376629,-85.99961416,WALTON,1055A,Sample,11/13/2024 10:57,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Chlorophyll a- corrected,3,ug/L,3,,ug/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-POWELL-2,,30.2833472,,-85.9878564,,30.28376629,-85.99961416,WALTON,1055A,Sample,10/09/2024 10:50,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,19,ug/L,0.019,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-POWELL-2,,30.2833472,,-85.9878564,,30.28376629,-85.99961416,WALTON,1055A,Sample,07/20/2022 9:15,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,400,ug/L,0.4,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-POWELL-2,,30.2833472,,-85.9878564,,30.28376629,-85.99961416,WALTON,1055A,Sample,10/21/2020 11:16,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,14,ug/L,0.014,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-POWELL-2,,30.2833472,,-85.9878564,,30.28376629,-85.99961416,WALTON,1055A,Sample,10/21/2020 11:16,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Chlorophyll a- corrected,1,ug/L,1,,ug/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-POWELL-2,,30.2833472,,-85.9878564,,30.28376629,-85.99961416,WALTON,1055A,Sample,08/10/2019 9:59,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,300,ug/L,0.3,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-POWELL-2,,30.2833472,,-85.9878564,,30.28376629,-85.99961416,WALTON,1055A,Sample,06/15/2019 10:11,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,15,ug/L,0.015,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-POWELL-2,,30.2833472,,-85.9878564,,30.28376629,-85.99961416,WALTON,1055A,Sample,03/10/2019 10:39,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,19,ug/L,0.019,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-POWELL-2,,30.2833472,,-85.9878564,,30.28376629,-85.99961416,WALTON,1055A,Sample,03/16/2022 10:30,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,13,ug/L,0.013,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-POWELL-2,,30.2833472,,-85.9878564,,30.28376629,-85.99961416,WALTON,1055A,Sample,08/11/2021 10:35,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,11,ug/L,0.011,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-2-1,,30.3986,,-86.239,,30.39919009,-86.22863848,WALTON,881A,Sample,12/26/2019 12:05,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,210,ug/L,0.21,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-2-1,,30.3986,,-86.239,,30.39919009,-86.22863848,WALTON,881A,Sample,08/09/2024 12:15,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,34,ug/L,0.034,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-2-1,,30.3986,,-86.239,,30.39919009,-86.22863848,WALTON,881A,Sample,04/09/2025 11:54,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Chlorophyll a- corrected,6,ug/L,6,,ug/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-2-1,,30.3986,,-86.239,,30.39919009,-86.22863848,WALTON,881A,Sample,08/08/2022 10:30,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,81,ug/L,0.081,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-2-1,,30.3986,,-86.239,,30.39919009,-86.22863848,WALTON,881A,Sample,12/09/2021 13:25,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,220,ug/L,0.22,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-2-1,,30.3986,,-86.239,,30.39919009,-86.22863848,WALTON,881A,Sample,05/12/2022 13:00,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,22,ug/L,0.022,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-2-1,,30.3986,,-86.239,,30.39919009,-86.22863848,WALTON,881A,Sample,03/21/2019 12:15,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,170,ug/L,0.17,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-2-1,,30.3986,,-86.239,,30.39919009,-86.22863848,WALTON,881A,Sample,01/15/2020 9:35,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,12,ug/L,0.012,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-2-1,,30.3986,,-86.239,,30.39919009,-86.22863848,WALTON,881A,Sample,02/07/2019 9:30,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Chlorophyll a- corrected,2,ug/L,2,,ug/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-2-1,,30.3986,,-86.239,,30.39919009,-86.22863848,WALTON,881A,Sample,09/09/2021 9:15,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,340,ug/L,0.34,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-2-1,,30.3986,,-86.239,,30.39919009,-86.22863848,WALTON,881A,Sample,10/07/2020 11:00,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Chlorophyll a- corrected,3,ug/L,3,,ug/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-2-1,,30.3986,,-86.239,,30.39919009,-86.22863848,WALTON,881A,Sample,04/15/2024 12:50,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,23,ug/L,0.023,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-2-1,,30.3986,,-86.239,,30.39919009,-86.22863848,WALTON,881A,Sample,10/13/2023 13:10,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,220,ug/L,0.22,,mg/L,
21FLPNS,FDEP NORTHWEST REGIONAL OPERATIONS CENTER,G3NW0130,,30.6133,,-85.90744,,30.6133,-85.90744,WASHINGTON,49E,Sample,10/03/2018 12:05,Direct Grab,FDEP NORTHWEST REGIONAL OPERATIONS CENTER,,Chlorophyll a- corrected,1.6,ug/L,1.6,,ug/L,Precision data is unavailable for at least one component due to small amount of analyte in the QC sample. Refer to QA report for available precision data. Result Is V-qualified due to lab blank failure for chl-a uncorrected component.
21FLPNS,FDEP NORTHWEST REGIONAL OPERATIONS CENTER,G3NW0130,,30.6133,,-85.90744,,30.6133,-85.90744,WASHINGTON,49E,Sample,09/10/2018 14:20,Direct Grab,FDEP NORTHWEST REGIONAL OPERATIONS CENTER,,Phosphorus- Total,0.046,mg/L,0.046,,mg/L,
21FLPNS,FDEP NORTHWEST REGIONAL OPERATIONS CENTER,G3NW0059,,30.61353,,-86.34263,,30.61353,-86.34263,WALTON,361,Sample,08/29/2017 12:45,Direct Grab,FDEP NORTHWEST REGIONAL OPERATIONS CENTER,,Chlorophyll a- corrected,0.66,ug/L,0.66,,ug/L,
21FLPNS,FDEP NORTHWEST REGIONAL OPERATIONS CENTER,G3NW0059,,30.61353,,-86.34263,,30.61353,-86.34263,WALTON,361,Sample,06/12/2017 13:30,Direct Grab,FDEP NORTHWEST REGIONAL OPERATIONS CENTER,,Phosphorus- Total,0.006,mg/L,0.006,,mg/L,
21FLPNS,FDEP NORTHWEST REGIONAL OPERATIONS CENTER,G3NW0059,,30.61353,,-86.34263,,30.61353,-86.34263,WALTON,361,Sample,09/30/2020 15:14,Direct Grab,FDEP NORTHWEST REGIONAL OPERATIONS CENTER,,Chlorophyll a- corrected,0.82,ug/L,0.82,,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.
21FLPNS,FDEP NORTHWEST REGIONAL OPERATIONS CENTER,G3NW0102,,30.497665,,-86.24235,,30.497665,-86.24235,WALTON,742,Sample,02/14/2023 12:30,Direct Grab,FDEP NORTHWEST REGIONAL OPERATIONS CENTER,,Phosphorus- Total,0.014,mg/L,0.014,,mg/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-LA-BAYOU-2,,30.1277,,-85.519,,30.12769999,-85.519,BAY,1127,Sample,08/22/2024 9:03,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Phosphorus- Total,12,ug/L,0.012,,mg/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-LA-BAYOU-2,,30.1277,,-85.519,,30.12769999,-85.519,BAY,1127,Sample,12/21/2020 11:06,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Nitrogen- Total,190,ug/L,0.19,,mg/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-LA-BAYOU-2,,30.1277,,-85.519,,30.12769999,-85.519,BAY,1127,Sample,08/05/2022 10:48,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Nitrogen- Total,340,ug/L,0.34,,mg/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-WATSON-BAYOU-1,,30.1363,,-85.6348,,30.13629999,-85.6348,BAY,1061D,Sample,10/08/2021 9:44,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Nitrogen- Total,400,ug/L,0.4,,mg/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-WATSON-BAYOU-1,,30.1363,,-85.6348,,30.13629999,-85.6348,BAY,1061D,Sample,06/04/2020 9:15,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Nitrogen- Total,220,ug/L,0.22,,mg/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-WATSON-BAYOU-1,,30.1363,,-85.6348,,30.13629999,-85.6348,BAY,1061D,Sample,12/22/2020 9:47,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Phosphorus- Total,16,ug/L,0.016,,mg/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-WATSON-BAYOU-1,,30.1363,,-85.6348,,30.13629999,-85.6348,BAY,1061D,Sample,08/10/2021 14:32,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Phosphorus- Total,12,ug/L,0.012,,mg/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-WATSON-BAYOU-1,,30.1363,,-85.6348,,30.13629999,-85.6348,BAY,1061D,Sample,08/22/2022 10:31,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Nitrogen- Total,320,ug/L,0.32,,mg/L,
21FLNWFD,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,SJB18,,29.779641,,-85.300186,,29.77975506,-85.300186,GULF,1267,Sample,06/07/2021 11:25,Direct Grab,"JIM STIDHAM AND ASSOCIATES, INC.",,Phosphorus- Total,0.15,mg/L,0.15,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-LITTLERE-3,,30.3346999,,-86.1860499,,30.3346999,-86.1860499,WALTON,959J,Sample,10/27/2020 11:00,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,18,ug/L,0.018,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-LITTLERE-3,,30.3346999,,-86.1860499,,30.3346999,-86.1860499,WALTON,959J,Sample,11/30/2021 11:50,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,510,ug/L,0.51,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-LITTLERE-3,,30.3346999,,-86.1860499,,30.3346999,-86.1860499,WALTON,959J,Sample,03/12/2020 16:20,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,170,ug/L,0.17,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-LITTLERE-3,,30.3346999,,-86.1860499,,30.3346999,-86.1860499,WALTON,959J,Sample,07/17/2023 14:12,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Chlorophyll a- corrected,2,ug/L,2,,ug/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-LITTLERE-3,,30.3346999,,-86.1860499,,30.3346999,-86.1860499,WALTON,959J,Sample,08/17/2023 10:42,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,18,ug/L,0.018,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-LITTLERE-3,,30.3346999,,-86.1860499,,30.3346999,-86.1860499,WALTON,959J,Sample,12/17/2024 15:31,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,299,ug/L,0.299,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-LITTLERE-3,,30.3346999,,-86.1860499,,30.3346999,-86.1860499,WALTON,959J,Sample,06/26/2025 11:05,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Chlorophyll a- corrected,4,ug/L,4,,ug/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-LITTLERE-3,,30.3346999,,-86.1860499,,30.3346999,-86.1860499,WALTON,959J,Sample,07/06/2022 13:00,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,15,ug/L,0.015,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-LITTLERE-3,,30.3346999,,-86.1860499,,30.3346999,-86.1860499,WALTON,959J,Sample,02/19/2019 12:30,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,290,ug/L,0.29,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-LITTLERE-3,,30.3346999,,-86.1860499,,30.3346999,-86.1860499,WALTON,959J,Sample,06/10/2021 13:45,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,31,ug/L,0.031,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-LITTLERE-3,,30.3346999,,-86.1860499,,30.3346999,-86.1860499,WALTON,959J,Sample,10/19/2021 12:20,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,20,ug/L,0.02,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-MORRIS-3,,30.3702816,,-86.3091666,,30.3702816,-86.3091666,WALTON,959,Sample,08/23/2022 11:33,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Chlorophyll a- corrected,4,ug/L,4,,ug/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-MORRIS-3,,30.3702816,,-86.3091666,,30.3702816,-86.3091666,WALTON,959,Sample,07/19/2022 12:59,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,330,ug/L,0.33,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-MORRIS-3,,30.3702816,,-86.3091666,,30.3702816,-86.3091666,WALTON,959,Sample,04/21/2022 11:20,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,11,ug/L,0.011,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-MORRIS-3,,30.3702816,,-86.3091666,,30.3702816,-86.3091666,WALTON,959,Sample,12/19/2023 13:05,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,380,ug/L,0.38,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-MORRIS-3,,30.3702816,,-86.3091666,,30.3702816,-86.3091666,WALTON,959,Sample,06/13/2024 11:35,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,366,ug/L,0.366,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-MORRIS-3,,30.3702816,,-86.3091666,,30.3702816,-86.3091666,WALTON,959,Sample,10/13/2020 10:55,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,13,ug/L,0.013,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-MORRIS-3,,30.3702816,,-86.3091666,,30.3702816,-86.3091666,WALTON,959,Sample,10/15/2019 10:30,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,390,ug/L,0.39,,mg/L,Broken Sample Bottle
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-MORRIS-3,,30.3702816,,-86.3091666,,30.3702816,-86.3091666,WALTON,959,Sample,03/28/2022 11:30,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Chlorophyll a- corrected,1,ug/L,1,,ug/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-MORRIS-3,,30.3702816,,-86.3091666,,30.3702816,-86.3091666,WALTON,959,Sample,10/19/2021 11:00,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,10,ug/L,0.01,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-MORRIS-3,,30.3702816,,-86.3091666,,30.3702816,-86.3091666,WALTON,959,Sample,06/08/2021 13:10,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,14,ug/L,0.014,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-MORRIS-3,,30.3702816,,-86.3091666,,30.3702816,-86.3091666,WALTON,959,Sample,10/25/2023 14:12,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,350,ug/L,0.35,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-CB-EEPORT-8,,30.4089983,,-86.1408316,,30.40937545,-86.14528945,WALTON,778D,Sample,10/05/2022 14:16,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Chlorophyll a- corrected,12,ug/L,12,,ug/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-CB-EEPORT-8,,30.4089983,,-86.1408316,,30.40937545,-86.14528945,WALTON,778D,Sample,09/14/2021 15:15,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,39,ug/L,0.039,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-CB-EEPORT-8,,30.4089983,,-86.1408316,,30.40937545,-86.14528945,WALTON,778D,Sample,03/08/2023 15:21,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,13,ug/L,0.013,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-CB-EEPORT-8,,30.4089983,,-86.1408316,,30.40937545,-86.14528945,WALTON,778D,Sample,03/08/2023 15:21,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,250,ug/L,0.25,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-CB-EEPORT-8,,30.4089983,,-86.1408316,,30.40937545,-86.14528945,WALTON,778D,Sample,03/23/2021 12:30,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Chlorophyll a- corrected,6,ug/L,6,,ug/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-CB-EEPORT-8,,30.4089983,,-86.1408316,,30.40937545,-86.14528945,WALTON,778D,Sample,06/05/2023 14:23,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,150,ug/L,0.15,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-CB-EEPORT-8,,30.4089983,,-86.1408316,,30.40937545,-86.14528945,WALTON,778D,Sample,01/16/2025 11:44,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,19,ug/L,0.019,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-CB-EEPORT-8,,30.4089983,,-86.1408316,,30.40937545,-86.14528945,WALTON,778D,Sample,07/13/2021 13:15,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,35,ug/L,0.035,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-CB-EEPORT-8,,30.4089983,,-86.1408316,,30.40937545,-86.14528945,WALTON,778D,Sample,02/03/2021 13:30,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,400,ug/L,0.4,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-CB-EEPORT-8,,30.4089983,,-86.1408316,,30.40937545,-86.14528945,WALTON,778D,Sample,02/06/2019 14:10,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,580,ug/L,0.58,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-CB-EEPORT-8,,30.4089983,,-86.1408316,,30.40937545,-86.14528945,WALTON,778D,Sample,03/02/2022 13:40,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Chlorophyll a- corrected,2,ug/L,2,,ug/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-CB-EEPORT-8,,30.4089983,,-86.1408316,,30.40937545,-86.14528945,WALTON,778D,Sample,11/02/2023 14:03,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,33,ug/L,0.033,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-CB-EEPORT-8,,30.4089983,,-86.1408316,,30.40937545,-86.14528945,WALTON,778D,Sample,03/07/2024 12:12,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,540,ug/L,0.54,,mg/L,
21FLKWAT,FLORIDA LAKEWATCH,GUL-ST-PHBAY-9,,29.7357,,-85.3849,,29.7357,-85.3849,GULF,1267,Sample,02/11/2020 10:24,Direct Grab,FLORIDA LAKEWATCH,,Phosphorus- Total,5,ug/L,0.005,,mg/L,Matrix Spike & or LCS Outside Expected
21FLKWAT,FLORIDA LAKEWATCH,GUL-ST-PHBAY-9,,29.7357,,-85.3849,,29.7357,-85.3849,GULF,1267,Sample,05/03/2019 11:15,Direct Grab,FLORIDA LAKEWATCH,,Phosphorus- Total,14,ug/L,0.014,,mg/L,
21FLKWAT,FLORIDA LAKEWATCH,GUL-ST-PHBAY-9,,29.7357,,-85.3849,,29.7357,-85.3849,GULF,1267,Sample,10/02/2019 10:29,Direct Grab,FLORIDA LAKEWATCH,,Chlorophyll a- corrected,1,ug/L,1,,ug/L,
21FLKWAT,FLORIDA LAKEWATCH,GUL-ST-PHBAY-9,,29.7357,,-85.3849,,29.7357,-85.3849,GULF,1267,Sample,04/14/2022 12:01,Direct Grab,FLORIDA LAKEWATCH,,Nitrogen- Total,210,ug/L,0.21,,mg/L,
