Organization_Name,Monitoring_Location_ID,Monitoring_Location_Name,DEP_Latitude,DEP_Longitude,Activity_Start_Date,DEP_Analyte_Name,DEP_Result_Value_Number,DEP_Result_Unit,Bay_Section_1
FDAC,969,12SHA969,30.0848,-85.5565,01/19/2021,Salinity,11.6,PSU,East Bay
FDAC,968,12SHA968,30.0863,-85.4963,09/23/1988,Salinity,11.6,PSU,East Bay
FDAC,968,12SHA968,30.0863,-85.4963,09/23/1988,Salinity,11.6,PSU,East Bay
FDAC,968,12SHA968,30.0863,-85.4963,03/01/1993,Salinity,11.6,PSU,East Bay
FDAC,968,12SHA968,30.0863,-85.4963,03/01/1993,Salinity,11.6,PSU,East Bay
FDAC,5,12SHA005,30.0967,-85.5816,01/20/1993,Salinity,11.6,PSU,East Bay
FDAC,5,12SHA005,30.0967,-85.5816,01/20/1993,Salinity,11.6,PSU,East Bay
FDAC,1,12SHA001,30.0969,-85.6098,02/19/1986,Salinity,11.6,PSU,East Bay
FDAC,1,12SHA001,30.0969,-85.6098,02/19/1986,Salinity,11.6,PSU,East Bay
FDAC,930,12SHA930,30.1036,-85.5565,03/15/1992,Salinity,11.6,PSU,East Bay
FDAC,930,12SHA930,30.1036,-85.5565,03/15/1992,Salinity,11.6,PSU,East Bay
FDAC,930,12SHA930,30.1036,-85.5565,04/05/2001,Salinity,11.6,PSU,East Bay
FDAC,930,12SHA930,30.1036,-85.5565,04/05/2001,Salinity,11.6,PSU,East Bay
FDAC,3,12SHA003,30.1141,-85.577,01/26/1998,Salinity,11.6,PSU,East Bay
FDAC,3,12SHA003,30.1141,-85.577,01/26/1998,Salinity,11.6,PSU,East Bay
FDAC,940,12SHA940,30.1206,-85.5266,03/27/1991,Salinity,11.6,PSU,Laird Bayou
FDAC,943,12SHA943,30.122,-85.5507,02/11/1998,Salinity,11.6,PSU,East Bay
FDAC,943,12SHA943,30.122,-85.5507,02/11/1998,Salinity,11.6,PSU,East Bay
FDAC,942,12SHA942,30.1237,-85.5401,04/18/2016,Salinity,11.6,PSU,East Bay
FDAC,942,12SHA942,30.1237,-85.5401,04/18/2016,Salinity,11.6,PSU,East Bay
FDAC,942,12SHA942,30.1237,-85.5401,01/10/1990,Salinity,11.6,PSU,East Bay
FDAC,942,12SHA942,30.1237,-85.5401,01/10/1990,Salinity,11.6,PSU,East Bay
FDAC,11,12SHA011,30.1241,-85.631,03/06/1988,Salinity,11.6,PSU,East Bay
FDAC,11,12SHA011,30.1241,-85.631,03/06/1988,Salinity,11.6,PSU,East Bay
FDAC,740,08SHA740,30.2228,-85.735,01/16/1990,Salinity,11.6,PSU,St. Andrew Bay
FDAC,740,08SHA740,30.2228,-85.735,01/16/1990,Salinity,11.6,PSU,West Bay
FDAC,740,08SHA740,30.2228,-85.735,02/24/1992,Salinity,11.6,PSU,St. Andrew Bay
FDAC,740,08SHA740,30.2228,-85.735,02/24/1992,Salinity,11.6,PSU,West Bay
FDAC,430,10SHA430,30.2242,-85.714,07/07/2016,Salinity,11.6,PSU,North Bay
FDAC,430,10SHA430,30.2242,-85.714,07/07/2016,Salinity,11.6,PSU,North Bay
FDAC,462,10SHA462,30.2354,-85.6959,04/17/2013,Salinity,11.6,PSU,North Bay
FDAC,462,10SHA462,30.2354,-85.6959,04/17/2013,Salinity,11.6,PSU,North Bay
FDAC,462,10SHA462,30.2354,-85.6959,05/31/2018,Salinity,11.6,PSU,North Bay
FDAC,462,10SHA462,30.2354,-85.6959,05/31/2018,Salinity,11.6,PSU,North Bay
FDAC,890,10SHA890,30.2384,-85.7074,04/22/1996,Salinity,11.6,PSU,North Bay
FDAC,890,10SHA890,30.2384,-85.7074,04/22/1996,Salinity,11.6,PSU,North Bay
FDAC,890,10SHA890,30.2384,-85.7074,04/16/1991,Salinity,11.6,PSU,North Bay
FDAC,890,10SHA890,30.2384,-85.7074,04/16/1991,Salinity,11.6,PSU,North Bay
FDAC,400,10SHA400,30.2551,-85.6378,01/02/2003,Salinity,11.6,PSU,North Bay
FDAC,400,10SHA400,30.2551,-85.6378,01/02/2003,Salinity,11.6,PSU,North Bay
FDAC,431,10SHA431,30.2551,-85.6378,12/05/1994,Salinity,11.6,PSU,North Bay
FDAC,431,10SHA431,30.2551,-85.6378,12/05/1994,Salinity,11.6,PSU,North Bay
FDAC,871,10SHA871,30.2551,-85.6378,12/02/1986,Salinity,11.6,PSU,North Bay
FDAC,871,10SHA871,30.2551,-85.6378,12/02/1986,Salinity,11.6,PSU,North Bay
FDAC,440,10SHA440,30.2551,-85.6113,11/15/2021,Salinity,11.6,PSU,North Bay
FDAC,440,10SHA440,30.2551,-85.6113,11/15/2021,Salinity,11.6,PSU,North Bay
FDAC,441,10SHA441,30.2551,-85.6113,12/15/1988,Salinity,11.6,PSU,North Bay
FDAC,441,10SHA441,30.2551,-85.6113,12/15/1988,Salinity,11.6,PSU,North Bay
FDAC,460,10SHA460,30.2551,-85.6113,09/29/1992,Salinity,11.6,PSU,North Bay
FDAC,460,10SHA460,30.2551,-85.6113,09/29/1992,Salinity,11.6,PSU,North Bay
FDAC,754,08SHA754,30.2556,-85.846,01/28/2019,Salinity,11.6,PSU,West Bay
FDAC,754,08SHA754,30.2556,-85.846,01/28/2019,Salinity,11.6,PSU,West Bay
FDAC,872,10SHA872,30.2556,-85.6453,05/01/1996,Salinity,11.6,PSU,North Bay
FDAC,872,10SHA872,30.2556,-85.6453,05/01/1996,Salinity,11.6,PSU,North Bay
FDAC,251,10SHA251,30.2556,-85.6453,02/16/1999,Salinity,11.6,PSU,North Bay
FDAC,251,10SHA251,30.2556,-85.6453,02/16/1999,Salinity,11.6,PSU,North Bay
FDAC,252,10SHA252,30.2556,-85.6453,09/23/1992,Salinity,11.6,PSU,North Bay
FDAC,252,10SHA252,30.2556,-85.6453,09/23/1992,Salinity,11.6,PSU,North Bay
FDAC,441,10SHA441,30.2556,-85.6453,01/29/1997,Salinity,11.6,PSU,North Bay
FDAC,441,10SHA441,30.2556,-85.6453,01/29/1997,Salinity,11.6,PSU,North Bay
FDAC,440,10SHA440,30.2559,-85.6206,02/07/2008,Salinity,11.6,PSU,North Bay
FDAC,440,10SHA440,30.2559,-85.6206,02/07/2008,Salinity,11.6,PSU,North Bay
FDAC,910,10SHA910,30.2559,-85.6206,02/21/2018,Salinity,11.6,PSU,North Bay
FDAC,910,10SHA910,30.2559,-85.6206,02/21/2018,Salinity,11.6,PSU,North Bay
FDAC,252,10SHA252,30.2559,-85.6206,06/09/1999,Salinity,11.6,PSU,North Bay
FDAC,252,10SHA252,30.2559,-85.6206,06/09/1999,Salinity,11.6,PSU,North Bay
FDAC,441,10SHA441,30.2568,-85.6973,01/05/1987,Salinity,11.6,PSU,North Bay
FDAC,441,10SHA441,30.2568,-85.6973,01/05/1987,Salinity,11.6,PSU,North Bay
FDAC,461,10SHA461,30.2569,-85.6842,10/15/2020,Salinity,11.6,PSU,North Bay
FDAC,461,10SHA461,30.2569,-85.6842,10/15/2020,Salinity,11.6,PSU,North Bay
FDAC,462,10SHA462,30.2569,-85.6842,04/23/2019,Salinity,11.6,PSU,North Bay
FDAC,462,10SHA462,30.2569,-85.6842,04/23/2019,Salinity,11.6,PSU,North Bay
FDAC,520,10SHA520,30.2569,-85.6842,06/17/2019,Salinity,11.6,PSU,North Bay
FDAC,520,10SHA520,30.2569,-85.6842,06/17/2019,Salinity,11.6,PSU,North Bay
FDAC,890,10SHA890,30.2572,-85.6551,03/20/1991,Salinity,11.6,PSU,North Bay
FDAC,890,10SHA890,30.2572,-85.6551,03/20/1991,Salinity,11.6,PSU,North Bay
FDAC,873,10SHA873,30.2575,-85.6326,01/24/2017,Salinity,11.6,PSU,North Bay
FDAC,873,10SHA873,30.2575,-85.6326,01/24/2017,Salinity,11.6,PSU,North Bay
FDAC,431,10SHA431,30.2575,-85.6326,08/03/2022,Salinity,11.6,PSU,North Bay
FDAC,431,10SHA431,30.2575,-85.6326,08/03/2022,Salinity,11.6,PSU,North Bay
FDAC,431,10SHA431,30.2575,-85.6326,01/06/2020,Salinity,11.6,PSU,North Bay
FDAC,431,10SHA431,30.2575,-85.6326,01/06/2020,Salinity,11.6,PSU,North Bay
FDAC,431,10SHA431,30.2575,-85.6326,01/29/1997,Salinity,11.6,PSU,North Bay
FDAC,431,10SHA431,30.2575,-85.6326,01/29/1997,Salinity,11.6,PSU,North Bay
FDAC,400,10SHA400,30.2603,-85.6134,03/01/2021,Salinity,11.6,PSU,North Bay
FDAC,400,10SHA400,30.2603,-85.6134,03/01/2021,Salinity,11.6,PSU,North Bay
FDAC,430,10SHA430,30.2603,-85.6134,01/18/2022,Salinity,11.6,PSU,North Bay
FDAC,430,10SHA430,30.2603,-85.6134,01/18/2022,Salinity,11.6,PSU,North Bay
FDAC,440,10SHA440,30.2603,-85.6134,12/11/2017,Salinity,11.6,PSU,North Bay
FDAC,440,10SHA440,30.2603,-85.6134,12/11/2017,Salinity,11.6,PSU,North Bay
FDAC,461,10SHA461,30.2611,-85.6072,12/01/2005,Salinity,11.6,PSU,North Bay
FDAC,461,10SHA461,30.2611,-85.6072,12/01/2005,Salinity,11.6,PSU,North Bay
FDAC,901,10SHA901,30.2611,-85.6072,10/15/1998,Salinity,11.6,PSU,North Bay
FDAC,901,10SHA901,30.2611,-85.6072,10/15/1998,Salinity,11.6,PSU,North Bay
FDAC,400,10SHA400,30.2628,-85.641,05/06/1998,Salinity,11.6,PSU,North Bay
FDAC,400,10SHA400,30.2628,-85.641,05/06/1998,Salinity,11.6,PSU,North Bay
FDAC,901,10SHA901,30.2645,-85.6641,11/24/1991,Salinity,11.6,PSU,North Bay
FDAC,901,10SHA901,30.2645,-85.6641,11/24/1991,Salinity,11.6,PSU,North Bay
FDAC,900,10SHA900,30.265,-85.6713,07/07/1987,Salinity,11.6,PSU,North Bay
FDAC,900,10SHA900,30.265,-85.6713,07/07/1987,Salinity,11.6,PSU,North Bay
FDAC,902,10SHA902,30.265,-85.6713,03/04/1996,Salinity,11.6,PSU,North Bay
FDAC,902,10SHA902,30.265,-85.6713,03/04/1996,Salinity,11.6,PSU,North Bay
ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,BAY-POWELLSO-1,Bay-Powell South-1,30.26666699,-85.955567,07/18/2010,Salinity,11.6,PSU,Lake Powell
FDAC,441,10SHA441,30.2678,-85.6303,02/08/1999,Salinity,11.6,PSU,North Bay
FDAC,441,10SHA441,30.2678,-85.6303,02/08/1999,Salinity,11.6,PSU,North Bay
FDAC,872,10SHA872,30.2678,-85.6303,04/25/2005,Salinity,11.6,PSU,North Bay
FDAC,872,10SHA872,30.2678,-85.6303,04/25/2005,Salinity,11.6,PSU,North Bay
FDAC,872,10SHA872,30.2678,-85.6303,04/02/1996,Salinity,11.6,PSU,North Bay
FDAC,872,10SHA872,30.2678,-85.6303,04/02/1996,Salinity,11.6,PSU,North Bay
FDAC,910,10SHA910,30.2678,-85.6303,01/05/1987,Salinity,11.6,PSU,North Bay
FDAC,910,10SHA910,30.2678,-85.6303,01/05/1987,Salinity,11.6,PSU,North Bay
FDAC,901,10SHA901,30.2691,-85.6552,03/04/1996,Salinity,11.6,PSU,North Bay
FDAC,901,10SHA901,30.2691,-85.6552,03/04/1996,Salinity,11.6,PSU,North Bay
FDAC,432,10SHA432,30.2691,-85.6552,05/31/2018,Salinity,11.6,PSU,North Bay
FDAC,432,10SHA432,30.2691,-85.6552,05/31/2018,Salinity,11.6,PSU,North Bay
FDAC,400,10SHA400,30.2691,-85.6552,01/15/1992,Salinity,11.6,PSU,North Bay
FDAC,400,10SHA400,30.2691,-85.6552,01/15/1992,Salinity,11.6,PSU,North Bay
FDAC,901,10SHA901,30.2708,-85.6231,08/23/1989,Salinity,11.6,PSU,North Bay
FDAC,901,10SHA901,30.2708,-85.6231,08/23/1989,Salinity,11.6,PSU,North Bay
FDAC,770,08SHA770,30.2765,-85.8379,02/26/1992,Salinity,11.6,PSU,West Bay
FDAC,770,08SHA770,30.2765,-85.8379,02/26/1992,Salinity,11.6,PSU,West Bay
FDAC,770,08SHA770,30.2765,-85.8379,08/15/2016,Salinity,11.6,PSU,West Bay
FDAC,770,08SHA770,30.2765,-85.8379,08/15/2016,Salinity,11.6,PSU,West Bay
FDAC,756,08SHA756,30.2786,-85.8188,03/16/1998,Salinity,11.6,PSU,West Bay
FDAC,756,08SHA756,30.2786,-85.8188,03/16/1998,Salinity,11.6,PSU,West Bay
FDAC,812,08SHA812,30.2841,-85.7891,08/15/2016,Salinity,11.6,PSU,West Bay
FDAC,812,08SHA812,30.2841,-85.7891,08/15/2016,Salinity,11.6,PSU,West Bay
FDAC,830,08SHA830,30.2978,-85.7608,03/08/1992,Salinity,11.6,PSU,West Bay
FDAC,830,08SHA830,30.2978,-85.7608,03/08/1992,Salinity,11.6,PSU,West Bay
FDAC,830,08SHA830,30.2978,-85.7608,03/12/2003,Salinity,11.6,PSU,West Bay
FDAC,830,08SHA830,30.2978,-85.7608,03/12/2003,Salinity,11.6,PSU,West Bay
ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,BAY-PITTS-BAYOU-1,Bay-Pitts-Bayou-1,30.12133299,-85.596667,09/28/2020,Salinity,11.61,PSU,Pitts Bayou
ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,BAY-POWELLSO-1,Bay-Powell South-1,30.26666699,-85.955567,08/10/2019,Salinity,11.61,PSU,Lake Powell
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-ERN NORTH-3,Eastern North Forest,30.3158316,-86.0955499,06/08/2022,Salinity,11.61,PSU,Eastern Lake
FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,G3TLHR0043,Parker Bayou @ Mouth,30.1362,-85.5694,01/30/2019,Salinity,11.62,PSU,Parker Bayou
ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,BAY-WE-STBAY-4,Bay-West Bay-4,30.17499999,-85.741667,04/09/2016,Salinity,11.62,PSU,St. Andrew Bay
ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,BAY-WE-STBAY-4,Bay-West Bay-4,30.17499999,-85.741667,04/09/2016,Salinity,11.62,PSU,St. Andrew Bay
ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,BAY-PRETTY-BAYOU-1,Bay-Pretty-Bayou-1,30.20171699,-85.705883,10/14/2021,Salinity,11.62,PSU,Pretty Bayou
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-DEER-3,Deer Lake Outlet,30.3034333,-86.0802332,12/18/2020,Salinity,11.62,PSU,Deer Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,12/18/2020,Salinity,11.62,PSU,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-2,Western Lake Roadside,30.3270649,-86.1511983,12/18/2020,Salinity,11.62,PSU,Western Lake
ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,BAY-POWELLSO-1,Bay-Powell South-1,30.26666699,-85.955567,06/15/2019,Salinity,11.63,PSU,Lake Powell
ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,BAY-POWELL-3,Bay-Powell-3,30.28154999,-85.994717,12/11/2010,Salinity,11.63,PSU,Powell Lake
ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,BAY-MIL-BAY-1U,Bay-Mill Bayou Upper-1,30.23472999,-85.59832,05/20/2020,Salinity,11.64,PSU,Mill Bayou
ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,POWELL-CREEK-EAST-3,"Powell Creek East, New Cypress",30.26176999,-85.94775,10/17/2010,Salinity,11.64,PSU,Lake Powell
ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,BAY-POWELL-4,Bay-Powell-4,30.27253299,-85.985983,12/11/2010,Salinity,11.64,PSU,Powell Lake
ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,BAY-POWELL-6,Bay-Powell-6,30.27536699,-85.977783,07/18/2010,Salinity,11.64,PSU,Powell Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-1,Western Lake State Park,30.3268332,-86.1535333,08/28/2019,Salinity,11.64,PSU,Western Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERNN-2,Western Lake Pavilion,30.3285332,-86.1440666,01/25/2018,Salinity,11.64,PSU,Western Lake
ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,BAY-POWELL-6,Bay-Powell-6,30.27536699,-85.977783,12/11/2010,Salinity,11.65,PSU,Powell Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-WESTERN-2,Western Lake Roadside,30.3270649,-86.1511983,08/28/2019,Salinity,11.65,PSU,Western Lake
ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,BAY-POWELLSO-1,Bay-Powell South-1,30.26666699,-85.955567,12/11/2010,Salinity,11.66,PSU,Lake Powell
ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,BAY-FANNIN-BAYOU-1,Bay-Fannin-Bayou-1,30.26916699,-85.656167,06/10/2016,Salinity,11.66,PSU,North Bay
ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,BAY-FANNIN-BAYOU-1,Bay-Fannin-Bayou-1,30.26916699,-85.656167,06/10/2016,Salinity,11.66,PSU,North Bay
ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,BAY-FANNIN-BAYOU-1,Bay-Fannin-Bayou-1,30.26916699,-85.656167,06/10/2016,Salinity,11.66,PSU,North Bay
ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,BAY-FANNIN-BAYOU-1,Bay-Fannin-Bayou-1,30.26916699,-85.656167,06/10/2016,Salinity,11.66,PSU,North Bay
FDEP NORTHWEST REGIONAL OPERATIONS CENTER,G3NW0007,Western Lake,30.32760999,-86.15177,02/09/2022,Salinity,11.67,PSU,Western Lake
ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,BAY-POWELL-6,Bay-Powell-6,30.27536699,-85.977783,12/11/2010,Salinity,11.68,PSU,Powell Lake
FDAC,951,12SHA951,30.0183,-85.4659,03/24/1994,Salinity,11.7,PSU,East Bay
FDAC,951,12SHA951,30.0183,-85.4659,03/24/1994,Salinity,11.7,PSU,East Bay
FDAC,951,12SHA951,30.0183,-85.4659,09/23/2009,Salinity,11.7,PSU,East Bay
FDAC,951,12SHA951,30.0183,-85.4659,09/23/2009,Salinity,11.7,PSU,East Bay
FDAC,951,12SHA951,30.0183,-85.4659,11/02/2021,Salinity,11.7,PSU,East Bay
FDAC,951,12SHA951,30.0183,-85.4659,11/02/2021,Salinity,11.7,PSU,East Bay
FDAC,950,12SHA950,30.0215,-85.4461,04/11/2019,Salinity,11.7,PSU,East Bay
FDAC,970,12SHA970,30.0256,-85.473,09/27/1989,Salinity,11.7,PSU,East Bay
FDAC,970,12SHA970,30.0256,-85.473,09/27/1989,Salinity,11.7,PSU,East Bay
FDAC,974,12SHA974,30.0332,-85.4818,01/25/2017,Salinity,11.7,PSU,East Bay
FDAC,974,12SHA974,30.0332,-85.4818,01/25/2017,Salinity,11.7,PSU,East Bay
FDAC,974,12SHA974,30.0332,-85.4818,11/19/2009,Salinity,11.7,PSU,East Bay
FDAC,974,12SHA974,30.0332,-85.4818,11/19/2009,Salinity,11.7,PSU,East Bay
FDAC,972,12SHA972,30.0359,-85.4403,11/19/1989,Salinity,11.7,PSU,East Bay
FDAC,972,12SHA972,30.0359,-85.4403,11/19/1989,Salinity,11.7,PSU,East Bay
FDAC,973,12SHA973,30.0377,-85.4961,04/27/2022,Salinity,11.7,PSU,East Bay
FDAC,973,12SHA973,30.0377,-85.4961,04/27/2022,Salinity,11.7,PSU,East Bay
FDAC,975,12SHA975,30.0409,-85.4851,06/25/2003,Salinity,11.7,PSU,East Bay
FDAC,975,12SHA975,30.0409,-85.4851,06/25/2003,Salinity,11.7,PSU,East Bay
FDAC,971,12SHA971,30.0505,-85.4296,05/23/1991,Salinity,11.7,PSU,East Bay
FDAC,971,12SHA971,30.0505,-85.4296,05/23/1991,Salinity,11.7,PSU,East Bay
FDAC,971,12SHA971,30.0505,-85.4296,04/10/1989,Salinity,11.7,PSU,East Bay
FDAC,971,12SHA971,30.0505,-85.4296,04/10/1989,Salinity,11.7,PSU,East Bay
FDAC,964,12SHA964,30.0589,-85.5313,02/25/1992,Salinity,11.7,PSU,East Bay
FDAC,964,12SHA964,30.0589,-85.5313,02/25/1992,Salinity,11.7,PSU,East Bay
FDAC,964,12SHA964,30.0589,-85.5313,07/28/2021,Salinity,11.7,PSU,East Bay
FDAC,964,12SHA964,30.0589,-85.5313,07/28/2021,Salinity,11.7,PSU,East Bay
FDAC,963,12SHA963,30.0608,-85.4936,12/30/1997,Salinity,11.7,PSU,East Bay
FDAC,963,12SHA963,30.0608,-85.4936,12/30/1997,Salinity,11.7,PSU,East Bay
FDAC,963,12SHA963,30.0608,-85.4936,07/13/2017,Salinity,11.7,PSU,East Bay
FDAC,963,12SHA963,30.0608,-85.4936,07/13/2017,Salinity,11.7,PSU,East Bay
FDAC,977,12SHA977,30.0644,-85.4422,12/08/2008,Salinity,11.7,PSU,Sandy Creek
FDAC,965,12SHA965,30.0783,-85.5208,12/05/1985,Salinity,11.7,PSU,East Bay
FDAC,965,12SHA965,30.0783,-85.5208,12/05/1985,Salinity,11.7,PSU,East Bay
FDAC,965,12SHA965,30.0783,-85.5208,09/19/2022,Salinity,11.7,PSU,East Bay
FDAC,965,12SHA965,30.0783,-85.5208,09/19/2022,Salinity,11.7,PSU,East Bay
FDAC,965,12SHA965,30.0783,-85.5208,02/26/1998,Salinity,11.7,PSU,East Bay
FDAC,965,12SHA965,30.0783,-85.5208,02/26/1998,Salinity,11.7,PSU,East Bay
FDAC,969,12SHA969,30.0848,-85.5565,04/02/2003,Salinity,11.7,PSU,East Bay
FDAC,969,12SHA969,30.0848,-85.5565,04/02/2003,Salinity,11.7,PSU,East Bay
FDAC,969,12SHA969,30.0848,-85.5565,03/08/1992,Salinity,11.7,PSU,East Bay
FDAC,969,12SHA969,30.0848,-85.5565,03/08/1992,Salinity,11.7,PSU,East Bay
FDAC,969,12SHA969,30.0848,-85.5565,01/26/1998,Salinity,11.7,PSU,East Bay
FDAC,969,12SHA969,30.0848,-85.5565,01/26/1998,Salinity,11.7,PSU,East Bay
FDAC,969,12SHA969,30.0848,-85.5565,07/05/2017,Salinity,11.7,PSU,East Bay
FDAC,969,12SHA969,30.0848,-85.5565,07/05/2017,Salinity,11.7,PSU,East Bay
FDAC,960,12SHA960,30.0895,-85.5248,03/23/1988,Salinity,11.7,PSU,East Bay
FDAC,960,12SHA960,30.0895,-85.5248,03/23/1988,Salinity,11.7,PSU,East Bay
FDAC,960,12SHA960,30.0895,-85.5248,10/31/1994,Salinity,11.7,PSU,East Bay
FDAC,960,12SHA960,30.0895,-85.5248,10/31/1994,Salinity,11.7,PSU,East Bay
FDAC,930,12SHA930,30.1036,-85.5565,08/14/2018,Salinity,11.7,PSU,East Bay
FDAC,930,12SHA930,30.1036,-85.5565,08/14/2018,Salinity,11.7,PSU,East Bay
FDAC,930,12SHA930,30.1036,-85.5565,04/01/1990,Salinity,11.7,PSU,East Bay
FDAC,930,12SHA930,30.1036,-85.5565,04/01/1990,Salinity,11.7,PSU,East Bay
FDAC,3,12SHA003,30.1141,-85.577,01/16/1986,Salinity,11.7,PSU,East Bay
FDAC,3,12SHA003,30.1141,-85.577,01/16/1986,Salinity,11.7,PSU,East Bay
FDAC,3,12SHA003,30.1141,-85.577,03/08/1992,Salinity,11.7,PSU,East Bay
FDAC,3,12SHA003,30.1141,-85.577,03/08/1992,Salinity,11.7,PSU,East Bay
FDAC,941,12SHA941,30.1179,-85.5315,01/08/1990,Salinity,11.7,PSU,East Bay
FDAC,941,12SHA941,30.1179,-85.5315,01/08/1990,Salinity,11.7,PSU,East Bay
FDAC,940,12SHA940,30.1206,-85.5266,04/05/2001,Salinity,11.7,PSU,Laird Bayou
FDAC,943,12SHA943,30.122,-85.5507,04/18/2016,Salinity,11.7,PSU,East Bay
FDAC,943,12SHA943,30.122,-85.5507,04/18/2016,Salinity,11.7,PSU,East Bay
FDAC,942,12SHA942,30.1237,-85.5401,01/26/1998,Salinity,11.7,PSU,East Bay
FDAC,942,12SHA942,30.1237,-85.5401,01/26/1998,Salinity,11.7,PSU,East Bay
FDAC,873,08SHA873,30.2128,-85.7021,06/26/2017,Salinity,11.7,PSU,St. Andrew Bay
FDAC,873,08SHA873,30.2128,-85.7021,06/26/2017,Salinity,11.7,PSU,North Bay
FDAC,873,08SHA873,30.2128,-85.7021,06/26/2017,Salinity,11.7,PSU,West Bay
FDAC,873,08SHA873,30.2128,-85.7021,06/26/2017,Salinity,11.7,PSU,North Bay
FDAC,400,10SHA400,30.2128,-85.7021,04/17/1995,Salinity,11.7,PSU,St. Andrew Bay
FDAC,400,10SHA400,30.2128,-85.7021,04/17/1995,Salinity,11.7,PSU,North Bay
FDAC,400,10SHA400,30.2128,-85.7021,04/17/1995,Salinity,11.7,PSU,West Bay
FDAC,400,10SHA400,30.2128,-85.7021,04/17/1995,Salinity,11.7,PSU,North Bay
FDAC,740,08SHA740,30.2228,-85.735,12/17/2008,Salinity,11.7,PSU,St. Andrew Bay
FDAC,740,08SHA740,30.2228,-85.735,12/17/2008,Salinity,11.7,PSU,West Bay
FDAC,740,08SHA740,30.2228,-85.735,03/16/1998,Salinity,11.7,PSU,St. Andrew Bay
FDAC,740,08SHA740,30.2228,-85.735,03/16/1998,Salinity,11.7,PSU,West Bay
FDAC,520,10SHA520,30.2354,-85.6959,02/06/2017,Salinity,11.7,PSU,North Bay
FDAC,520,10SHA520,30.2354,-85.6959,02/06/2017,Salinity,11.7,PSU,North Bay
FDAC,874,10SHA874,30.2384,-85.7074,03/19/1998,Salinity,11.7,PSU,North Bay
FDAC,874,10SHA874,30.2384,-85.7074,03/19/1998,Salinity,11.7,PSU,North Bay
FDAC,910,10SHA910,30.2384,-85.7074,05/05/1997,Salinity,11.7,PSU,North Bay
FDAC,910,10SHA910,30.2384,-85.7074,05/05/1997,Salinity,11.7,PSU,North Bay
FDAC,860,08SHA860,30.2444,-85.7292,03/12/2003,Salinity,11.7,PSU,West Bay
FDAC,860,08SHA860,30.2444,-85.7292,03/12/2003,Salinity,11.7,PSU,West Bay
FDAC,440,10SHA440,30.2465,-85.6841,05/22/2023,Salinity,11.7,PSU,North Bay
FDAC,440,10SHA440,30.2465,-85.6841,05/22/2023,Salinity,11.7,PSU,North Bay
FDAC,460,10SHA460,30.2465,-85.6841,06/01/1994,Salinity,11.7,PSU,North Bay
FDAC,460,10SHA460,30.2465,-85.6841,06/01/1994,Salinity,11.7,PSU,North Bay
FDAC,461,10SHA461,30.2551,-85.6378,05/13/1991,Salinity,11.7,PSU,North Bay
FDAC,461,10SHA461,30.2551,-85.6378,05/13/1991,Salinity,11.7,PSU,North Bay
FDAC,872,10SHA872,30.2551,-85.6378,12/17/2008,Salinity,11.7,PSU,North Bay
FDAC,872,10SHA872,30.2551,-85.6378,12/17/2008,Salinity,11.7,PSU,North Bay
FDAC,430,10SHA430,30.2551,-85.6113,06/16/1994,Salinity,11.7,PSU,North Bay
FDAC,430,10SHA430,30.2551,-85.6113,06/16/1994,Salinity,11.7,PSU,North Bay
FDAC,872,10SHA872,30.2556,-85.6453,04/21/1998,Salinity,11.7,PSU,North Bay
FDAC,872,10SHA872,30.2556,-85.6453,04/21/1998,Salinity,11.7,PSU,North Bay
